date,time,time_part,National_positiver_rate,H1N1_positive_rate,H1N1_ILI%×positive%_national,H1N1_ILI%×positive%_national_lag_1_week,H1N1_ILI%×positive%_national_lag_2_week,H1N1_ILI%×positive%_national_lag_3_week,H1N1_ILI%×positive%_national_lag_4_week,H1N1_flu_season,holiday,trend_stage,absolute_humidity,uvindex,solarenergy,solarradiation,visibility,cloudcover,sealevelpressure,winddir,windspeed,humidity,feelslike,temp,DTR
201130,2011/7/27,pre,0.022580645,0,0,0.000429185,0.000498132,0.000498132,0.000498132,0,0,0,18.87480297,7.416284589,20.3951094,236.1617359,12.04423464,50.4342453,847.0800063,151.9214316,17.02739603,72.37421775,29.5936575,27.11087516,10.42594615
201131,2011/8/3,pre,0.026737968,0,0,0.000429185,0.000429185,0.000498132,0.000498132,0,0,0,18.29278868,7.585847008,20.36805522,235.8241132,12.02914053,59.08500845,847.5490428,174.6672871,17.52099723,74.11658422,28.01844836,26.19206584,10.04883064
201132,2011/8/10,pre,0.031982942,0.001066098,0.001992528,0.000855806,0.000429185,0.000429185,0.000498132,0,0,0,18.17046636,6.952129585,18.64861145,215.94595,11.01066904,56.95850929,848.2890324,154.2809595,16.30309685,76.61575772,26.94148669,25.39802425,9.327666507
201133,2011/8/17,pre,0.036384977,0,0,0.001195409,0.000855806,0.000429185,0.000429185,0,0,0,19.02822547,7.147411921,19.15525157,221.9333162,12.56231399,49.38848134,847.8956946,178.0636,18.24018461,73.5199455,29.35773005,27.04350165,10.20323661
201134,2011/8/24,pre,0.022144522,0,0,0.000766224,0.001195409,0.000855806,0.000429185,0,0,0,16.65626524,7.184574083,18.74690718,217.0757984,12.15532296,60.13573339,851.2174409,140.6507783,17.23859697,76.14235642,25.12460284,24.02133004,9.465410835
201135,2011/8/31,pre,0.029064487,0,0,0.000766224,0.000766224,0.001195409,0.000855806,0,0,0,16.32043309,7.764157014,20.52015866,237.6868263,10.99219153,40.6993565,851.0672981,132.7414304,15.86137086,73.09949325,25.07985743,24.27024011,10.55403495
201136,2011/9/7,pre,0.033882784,0.000915751,0.001716738,0.001367,0.000766224,0.000766224,0.001195409,0,0,0,15.89788827,7.413258124,19.04423665,220.4893571,10.64465291,49.19150579,851.6467363,126.1529451,16.31394788,73.83751609,24.50919201,23.69211813,10.01166948
201137,2011/9/14,pre,0.028761062,0,0,0.001027397,0.001367,0.000766224,0.000766224,0,0,0,14.59071234,7.058116152,17.77417149,205.8279551,11.40801762,53.00579553,854.1128711,139.0905456,17.08521256,74.9475909,22.16032015,21.52300314,9.961289414
201138,2011/9/21,pre,0.020076482,0.000956023,0.001706485,0.001027397,0.001027397,0.001367,0.000766224,0,0,0,11.84522945,6.513955921,16.0192819,185.5253771,11.45780949,62.43673685,855.8143018,129.2811947,19.6863588,74.39155305,18.66406452,18.54373995,9.20208635
201139,2011/9/28,pre,0.020460358,0.000852515,0.001358412,0.001027397,0.001027397,0.001027397,0.001367,0,0,0,11.33447301,7.127895753,17.68369731,204.7786107,11.797059,44.91648769,856.7971897,140.8576999,18.21137689,68.45413248,18.68658603,18.63057734,11.71979066
201140,2011/10/5,pre,0.042283298,0,0,0,0.001027397,0.001027397,0.001027397,1,1,0,10.3271269,5.961058157,14.30474683,165.6616816,11.3046141,57.54196329,860.1584922,125.8080267,19.33870556,73.07020894,16.08910976,16.32908221,9.562076699
201141,2011/10/12,pre,0.022165388,0,0,0.002305606,0,0.001027397,0.001027397,1,0,0,11.27234327,6.570433156,15.74075069,182.2507069,10.309007,38.64286418,858.3222752,155.762669,17.49797197,71.87109073,17.51911097,17.65926641,11.51958152
201142,2011/10/19,pre,0.018644068,0.001694915,0.004109589,0.002305606,0.002305606,0,0.001027397,1,0,0,9.23586831,6.575892857,15.32943412,177.5544895,11.90167813,43.46152872,858.839147,164.8100577,18.52900378,67.40226533,15.48010075,15.82612714,11.28316341
201143,2011/10/26,pre,0.030090973,0,0,0.002730496,0.002305606,0.002305606,0,1,0,0,9.3276691,5.712314994,12.95110401,150.0928974,10.29099803,47.93359978,860.6682503,136.7612432,18.12972571,72.61220138,14.21700551,14.64320504,10.31542692
201144,2011/11/2,pre,0.020139427,0,0,0.002730496,0.002730496,0.002305606,0.002305606,1,0,0,8.979028767,5.832227317,13.19260779,152.838592,9.785326173,43.04124839,861.8850417,136.4944478,16.36935027,74.34444981,12.37319317,13.0015796,10.53364302
201145,2011/11/9,pre,0.042105263,0,0,0.000424891,0.002730496,0.002730496,0.002305606,1,0,0,9.079198118,4.896627655,10.66103604,123.5404913,9.53342986,58.43841699,861.4497426,114.841906,18.73200712,78.25720922,12.4881978,13.01529219,8.570349702
201146,2011/11/16,pre,0.049429658,0,0,0.000424891,0.000424891,0.002730496,0.002730496,1,0,0,7.843494479,5.422498391,11.86590352,137.4084852,9.858335345,35.95737814,861.2714839,153.1100034,16.77056688,73.05293296,10.0434373,11.00230554,10.6009552
201147,2011/11/23,pre,0.049965777,0.002053388,0.009222423,0,0.000424891,0.000424891,0.002730496,1,0,0,6.717146581,5.207991474,11.29403556,130.7896005,10.01540179,37.81389157,863.8246039,146.1335194,18.4024996,72.42739302,7.713576858,9.000690758,10.35094816
201148,2011/11/30,pre,0.036823105,0,0,0.000370855,0,0.000424891,0.000424891,1,0,0,6.215102587,4.965361567,10.61747205,122.964328,10.10124578,41.07329171,863.0664304,163.4087627,18.53194981,74.00280426,5.307059401,6.990372627,10.26210183
201149,2011/12/7,pre,0.076341128,0.000687758,0.001699562,0.00094889,0.000370855,0,0.000424891,1,0,0,4.997983632,4.58045769,9.580722127,110.9380399,9.589813586,50.76498854,866.1908402,132.3666366,19.56602819,74.6757712,1.440315315,3.749353483,8.8742831
201150,2011/12/14,pre,0.086021505,0,0,0.00094889,0.00094889,0.000370855,0,1,0,0,3.735070187,4.931778877,10.47250443,121.2811555,10.82972068,34.95732586,869.3126861,155.9228312,19.04177325,67.24435127,-1.285348295,1.354064109,9.6341357
201151,2011/12/21,pre,0.086021505,0,0,0.00167868,0.00094889,0.00094889,0.000370855,1,0,0,3.756947205,4.959338803,10.35571308,119.9622838,9.889466701,33.83926058,868.3962818,151.8855182,17.90171332,66.33805804,-1.647037886,0.916771236,10.06265484
201152,2011/12/28,pre,0.086021505,0,0,0.002586234,0.00167868,0.00094889,0.00094889,1,0,0,3.651333587,4.935649936,10.38226955,120.2204744,9.731022762,33.336581,868.5954171,165.5651303,17.29636322,65.28622909,-1.979250121,0.506948801,10.54167572
201201,2012/1/4,pre,0.277736411,0,0,0.0020082,0.002586234,0.00167868,0.00094889,1,0,0,3.764288382,4.592845077,9.456019746,109.5589427,8.686800193,41.87501106,869.9783583,139.678667,16.77264017,72.8169663,-2.638131435,-0.100762146,9.3878308
201202,2012/1/11,pre,0.321997875,0.00053135,0.001483421,0.003937619,0.0020082,0.002586234,0.00167868,1,0,0,3.836894203,4.728281853,9.875238297,114.3934866,9.25153535,44.94722591,869.6075602,150.5325189,16.19798303,71.28810731,-2.976560488,-0.483437902,9.472598938
201203,2012/1/18,pre,0.318076745,0.000462321,0.002312139,0.004173871,0.003937619,0.0020082,0.002586234,1,0,0,4.34633564,4.544441763,9.54324626,110.5638785,8.286379907,49.91849964,863.8592312,152.1702522,16.11240448,75.55124679,-1.985809806,0.3879595,9.212938387
201204,2012/1/25,pre,0.340880503,0,0,0.009319266,0.004173871,0.003937619,0.0020082,1,1,0,3.431738359,4.59458454,9.70151122,112.3536247,8.646840814,55.7752574,865.9105212,116.1202632,17.65179175,73.91970721,-4.564282696,-1.587409508,8.460161278
201205,2012/2/1,pre,0.323544304,0.000506329,0.002919162,0.017669167,0.009319266,0.004173871,0.003937619,1,0,0,3.648788812,5.516228282,12.0728674,139.8402108,10.16637206,37.51258446,866.1082348,157.6987995,18.26199023,68.35714789,-3.86976251,-1.036701657,10.63485461
201206,2012/2/8,pre,0.344036697,0.001146789,0.005113636,0.021204491,0.017669167,0.009319266,0.004173871,1,0,0,3.609634818,5.555894064,12.15337637,140.8134371,10.45134833,45.14387066,864.3743123,157.5255108,20.27087054,65.84287726,-3.162533182,-0.111223054,10.58392957
201207,2012/2/15,pre,0.414781297,0,0,0.025764764,0.021204491,0.017669167,0.009319266,1,0,0,3.986474634,5.752815315,12.75190436,147.7669784,10.43161499,51.03583293,864.5859567,160.8692266,20.67259291,65.03513514,-2.348849743,0.681883446,10.08172358
201208,2012/2/22,pre,0.474885845,0.00152207,0.007717678,0.042257627,0.025764764,0.021204491,0.017669167,1,0,0,4.355644112,5.958805905,13.5026464,156.4169673,10.03853664,49.3400549,863.0902359,151.295953,19.27006315,65.93771216,-0.185271879,2.346186253,10.53955518
201209,2012/2/29,pre,0.447459299,0.00098668,0.003864169,0.046578375,0.042257627,0.025764764,0.021204491,1,0,0,4.394637649,5.891539978,13.19587557,152.8671986,9.827793193,59.17741413,861.3967966,128.8043698,19.91316864,69.00888131,0.097116313,2.648253499,9.760369408
201210,2012/3/7,pre,0.426722145,0.006472492,0.025695217,0.051390311,0.046578375,0.042257627,0.025764764,1,0,0,5.245749527,5.646687983,12.87357023,149.127198,9.120543758,64.59174107,859.8050716,129.1617328,19.62839346,73.84885377,1.958521356,4.300956202,9.166687782
201211,2012/3/14,pre,0.365419708,0.009580292,0.033399602,0.05542057,0.051390311,0.046578375,0.042257627,1,0,0,5.120346456,6.591035232,15.65758527,181.3160232,9.981448077,51.55728161,862.0521105,149.4278465,19.91620918,67.24460867,3.153110925,5.180436573,10.65965151
201212,2012/3/21,pre,0.319273892,0.005872931,0.021858974,0.052362059,0.05542057,0.051390311,0.046578375,1,0,0,6.456685155,6.857625483,16.4029772,189.9205307,9.771071628,50.44016852,858.7950461,161.6714638,23.31155586,68.53702743,6.629706604,8.47533985,11.72475065
201213,2012/3/28,pre,0.277508392,0.006713913,0.022105263,0.045078151,0.052362059,0.05542057,0.051390311,1,0,0,6.006776281,7.440576738,18.31079271,212.0509804,11.87813305,41.24878238,861.1225226,168.957535,22.21631777,60.74355997,7.798784387,9.393350829,12.38982264
201214,2012/4/4,pre,0.231320368,0.011258956,0.091666667,0.038889521,0.045078151,0.052362059,0.05542057,1,1,0,6.755695222,7.666133768,19.17915762,222.1112241,12.37089668,48.08699224,859.0619802,181.3975899,24.29816502,56.60204513,11.68934604,12.72651826,13.34669603
201215,2012/4/11,pre,0.167520117,0.008046818,0.050682594,0.029332946,0.038889521,0.045078151,0.052362059,0,0,0,7.993209471,7.540138353,19.21949103,222.5033704,11.92064229,53.55698601,856.4985954,195.368376,21.93976633,61.11006777,12.65757622,13.5429788,12.31889579
201216,2012/4/18,pre,0.135746606,0.006033183,0.041106719,0.016506041,0.029332946,0.038889521,0.045078151,0,0,-1,8.969952829,7.359425274,18.41415903,213.3016963,11.20654863,58.00801058,853.4370737,175.4566009,21.42283522,64.94076577,14.8324455,15.31164737,12.05355132
201217,2012/4/25,pre,0.129359543,0.006341154,0.0382263,0.015649502,0.016506041,0.029332946,0.038889521,0,0,0,9.898018856,7.866061374,20.41149755,236.3791466,12.13731499,50.54735864,851.6431508,178.7182312,22.94651806,63.77891732,17.29272543,17.52204895,12.85322856
201218,2012/5/2,pre,0.082514735,0.007858546,0.079432624,0.014009004,0.015649502,0.016506041,0.029332946,0,0,0,11.23783916,7.966548021,21.01820102,243.3469786,11.392831,48.90605494,849.9295015,167.4181327,23.81704975,66.21323299,18.63848436,18.66000543,12.11496843
201219,2012/5/9,pre,0.083258729,0.002685765,0.021546961,0.020259004,0.014009004,0.015649502,0.016506041,0,0,0,12.7201909,7.960203507,21.4263051,248.011756,11.56952723,48.851102,851.113968,156.5109989,19.1481067,66.88401907,21.29226492,21.04432513,12.2179406
201220,2012/5/16,pre,0.097122302,0.001798561,0.016352201,0.014068974,0.020259004,0.014009004,0.015649502,0,0,0,12.2611217,7.55385296,20.17926621,233.670401,11.46322997,57.35283543,851.4605484,157.0604639,19.78472893,67.39859938,20.69688506,20.52777309,11.541361
201221,2012/5/23,pre,0.101933216,0,0,0.009538772,0.014068974,0.020259004,0.014009004,0,0,0,11.68671312,8.091336873,22.41988618,259.5750252,12.18123291,50.05762247,850.9866655,161.0875523,20.37122849,63.52342644,20.70420086,20.6034196,12.16726392
201222,2012/5/30,pre,0.098231827,0.001964637,0.028125,0.00709122,0.009538772,0.014068974,0.020259004,0,0,0,12.31711831,7.71010296,20.95956604,242.7224119,11.55219897,57.2843378,852.7824284,145.3851442,18.70634854,65.73669864,21.08788912,20.98462939,11.16117881
201223,2012/6/6,pre,0.094883721,0.001860465,0.018120805,0.00084122,0.00709122,0.009538772,0.014068974,0,0,1,13.74839587,7.542249839,20.58382903,238.4177516,11.09148669,62.15837556,851.2294583,151.9229016,17.84493545,69.12385276,22.4357344,22.03261945,10.84382943
201224,2012/6/13,pre,0.086363636,0.000909091,0.00979021,0,0.00084122,0.00709122,0.009538772,0,0,-1,15.23645006,7.596132963,20.86662947,241.6138604,11.03265967,54.77520612,845.3971706,177.29319,18.99123432,68.12548966,24.91556065,24.18074023,11.26168557
201225,2012/6/20,pre,0.10403397,0.013800425,0.025,0,0,0.00084122,0.00709122,0,0,0,14.41267531,7.714155004,21.45321047,248.471873,11.74191502,54.80809303,846.7587527,146.7185409,19.1453497,65.73762167,24.20558941,23.82926219,11.32420266
201226,2012/6/27,pre,0.142345568,0.00179051,0.003364879,0,0,0,0.00084122,0,0,0,16.50678511,7.537916265,20.98738538,243.114709,11.83331121,55.49213119,846.2106771,156.1180532,18.41393682,70.12829091,26.16549228,25.29072052,10.61389157
201227,2012/7/4,pre,0.237302977,0,0,0.000410068,0,0,0,0,0,0,17.69305553,7.433136261,20.54287625,237.8713793,13.10890444,62.55438989,847.8599089,161.4927787,19.69601935,74.49761905,26.8144667,25.36845138,9.74191502
201228,2012/7/11,pre,0.257118205,0,0,0.000410068,0.000410068,0,0,0,0,0,18.54939222,7.338813144,20.15035292,233.406806,12.9836943,63.91420327,845.2981248,179.4337114,19.17970459,74.35499015,28.34599119,26.2914525,9.717435853
201229,2012/7/18,pre,0.272,0,0,0.000410068,0.000410068,0.000410068,0,0,0,0,18.20636202,7.062811696,19.41160815,224.7776092,11.39557895,61.01033221,846.6136855,152.6601412,17.31222652,76.71889881,27.08925757,25.44574887,9.186269307
201230,2012/7/25,pre,0.325619835,0,0,0.000410068,0.000410068,0.000410068,0.000410068,0,0,0,18.67632478,7.288087194,20.0667461,232.3530396,12.43837577,58.02475969,847.9763393,144.5618435,18.54637026,74.94942789,28.28969897,26.31922861,9.453905246
201231,2012/8/1,pre,0.299828179,0,0,0,0.000410068,0.000410068,0.000410068,0,0,0,19.22328422,7.671392375,21.12149292,244.5011302,13.03554537,54.25422298,846.5125805,159.1616886,18.20795528,74.0859184,29.58518742,27.10204814,9.966052327
201232,2012/8/8,pre,0.273984443,0,0,0,0,0.000410068,0.000410068,0,0,0,18.79620955,7.413167632,20.21378901,234.0719394,11.34882763,54.60926742,847.3995053,136.0114885,19.61049007,77.93785795,27.60506455,25.7586199,9.108254907
201233,2012/8/15,pre,0.206084396,0.000981354,0.001640272,0,0,0,0.000410068,0,0,0,18.93958327,7.594242681,20.51146135,237.427203,11.31035232,53.6907899,848.1188395,130.2307312,17.06409267,76.01241152,28.51111346,26.30347189,9.719289936
201234,2012/8/22,pre,0.182853315,0,0,0,0,0,0,0,0,0,17.03690875,7.206905567,18.81226372,217.9278184,12.01001046,63.08392958,850.7132059,150.0870707,17.30212657,75.99736165,25.69552164,24.41955337,9.607240389
201235,2012/8/29,pre,0.172680412,0,0,0,0,0,0,0,0,0,15.94857593,7.842382562,20.62789375,238.9049449,11.72872426,44.33634069,851.6565506,157.3023297,16.78078146,72.40247547,24.88023649,23.88601995,10.69747124
201236,2012/9/5,pre,0.139534884,0,0,0,0,0,0,0,0,0,16.3217746,7.078828829,18.04958474,209.0195263,11.97188204,57.32843268,852.8038892,156.9596324,18.27544643,75.77458776,24.59236346,23.77546654,10.0755148
201237,2012/9/12,pre,0.115942029,0,0,0,0,0,0,0,0,0,14.46413397,7.111335666,17.9161207,207.485667,12.29929617,53.83914294,855.2199998,153.2116524,17.48289495,75.75364986,22.06738156,21.50195966,9.948759251
201238,2012/9/19,pre,0.061335404,0,0,0,0,0,0,0,0,0,11.82690991,7.32313787,18.34354388,212.4353775,11.8912132,46.20698098,856.1524795,158.3670367,16.562132,70.40115227,19.36712918,19.34710827,10.75212657
201239,2012/9/26,pre,0.045718433,0,0,0,0,0,0,0,0,0,13.22120294,7.02793195,17.26280064,199.9347712,10.62926621,49.44712838,854.5470982,138.6431035,16.39833193,73.64202663,20.58699626,20.38027972,10.46041566
201240,2012/10/3,pre,0.026666667,0,0,0,0,0,0,1,1,0,10.42037671,7.172096204,17.43874075,201.9813827,11.78691583,39.80460003,858.1211682,146.5445715,17.2682161,67.64412202,17.78642817,17.90979127,11.23449365
201241,2012/10/10,pre,0.017161716,0,0,0.000469337,0,0,0,1,0,0,10.22110717,6.868263353,16.44414314,190.4678079,10.39179838,38.04524614,858.9779813,139.3480424,15.80558137,67.38198701,17.3034749,17.44546634,11.62507239
201242,2012/10/17,pre,0.021201413,0,0,0.003988066,0.000469337,0,0,1,0,0,9.303255272,6.756807031,15.97263815,184.9294905,11.3473717,36.28173363,858.5997678,161.1572294,18.66461652,65.10154541,16.02240891,16.31085807,11.86457328
201243,2012/10/24,pre,0.015300546,0,0,0.00992656,0.003988066,0.000469337,0,1,0,0,8.877290046,6.422277188,14.81710707,171.6479469,11.38072716,36.6806618,859.4203558,175.390062,19.67718388,66.65928652,14.07634733,14.69420448,11.83729388
201244,2012/10/31,pre,0.023622047,0,0,0.020455403,0.00992656,0.003988066,0.000469337,1,0,0,8.43988636,5.846655808,13.22492962,153.2747738,10.78913188,40.38014298,859.8071288,157.7165641,18.83964166,69.26309222,12.94830277,13.52473255,11.59476552
201245,2012/11/7,pre,0.020465116,0,0,0.034117759,0.020455403,0.00992656,0.003988066,1,0,0,6.680378189,5.662644788,12.57734576,145.7202049,11.41649674,42.07509753,860.9091589,168.7318473,20.38817869,66.61751026,8.805833735,9.971610561,10.54828266
201246,2012/11/14,pre,0.023068051,0,0,0.055011345,0.034117759,0.020455403,0.00992656,1,0,0,6.557467871,5.359837516,11.74743304,136.079956,10.74495657,44.18144004,862.0503841,177.6526233,20.01888775,70.23165722,7.609464489,8.96099079,10.410662
201247,2012/11/21,pre,0.045350172,0.000574053,0.001877347,0.097171646,0.055011345,0.034117759,0.020455403,1,0,0,6.317565268,5.187319016,11.19997989,129.6847149,10.6805703,43.88384613,860.4179115,178.6592735,19.33850044,71.79585948,5.939233429,7.533035715,10.33112331
201248,2012/11/28,pre,0.051212938,0.004312668,0.014074915,0.162820662,0.097171646,0.055011345,0.034117759,1,0,0,5.515183296,4.610350306,9.627625281,111.4963612,10.19396316,53.30249055,860.4917159,160.165802,19.49074063,73.36241253,3.462592504,5.345147604,9.48092624
201249,2012/12/5,pre,0.063291139,0.006815969,0.023753977,0.247597567,0.162820662,0.097171646,0.055011345,1,0,0,4.655658577,4.997425998,10.44706,120.9693895,10.70103061,42.65094716,862.5217252,166.5533663,21.15910352,68.6511201,0.902145673,3.345679497,10.48966477
201250,2012/12/12,pre,0.090407938,0.012127894,0.042115375,0.365063718,0.247597567,0.162820662,0.097171646,1,0,0,4.370155076,4.827551883,10.05875463,116.5891932,10.51447374,38.66422338,862.6896769,177.0360009,20.94096284,66.85333716,-1.050665619,1.807924107,10.17015665
